id,en,es,pt,pt_BR,fr,it,ca,de,ar,hi,zh_CN,ru,he,sv,da,
exit,exit,salir,saída,saída,quitter,esci,sortir,beenden,خروج,बाहर जाएं,出口,выход,יציאה,utgång,Afslut,
expand,expand,expandir,expandir,expandir,développer,espandi,expandir,erweitern,وسِّع,विस्तार,扩大,расширять,להרחיב,bygga ut,udvide,
expansion,expansion,expansión,expansão,expansão,expansion,espansione,expansió,Erweiterung,توسيع,विस्तार,扩张,расширение,הרחבת,expansion,udvidelse,
explore,explore,explorar,explorar,explorar,explorer,esplora,explorar,durchsuchen,تصفح - استطلع,का पता लगाने,探索,проводить исследования,לחקור,utforska,udforske,
export,export,exportar,exportar,exportar,exportation,esporta,exportar,Exportieren,صَدّر,निर्यात,出口,экспорт,יצוא,exportera,eksport,
expression,expression,expresión,expressão,expressão,expression,espressione,expressió,Ausdruck,تعبير,अभिव्यक्ति,表达,выражение,ביטוי,uttryck,ekspression,
extend,extend,extender,,,étendre,estendi,estendre,erweitern,مدد,विस्तार,延伸,простираться,להאריך,förlänga,forlænge,
extensible,extensible,extensible,extensível,extensível,extensible,allungabile,extensible,erweiterbar,قابل للتمديد,एक्स्टेंसिबल,扩展,растяжимый,להרחבה,utdragbar,Extensible,
extension,extension,extensión,extensão,extensão,extension,estensione,extensió,Erweiterung,امتداد,विस्तार,延期,расширение,סיומת,förlängning,udvidelse,
external,external,externo,externo,externo,externe,esterno,extern,extern,خارجي,बाहरी,外部,внешний,חיצוני,extern,udvendig,
extra,extra,extra,,,supplémentaire,extra,extra,Extra,إضافي,अतिरिक्त,额外,дополнительный,נוסף,extra,ekstra,
extract,extract,extraer,extrair,extrair,extrait,estrarre,extreure,entpacken,استخراج - فك,उद्धरण,提取,экстракт,לחלץ,extrahera,uddrag,
fail,fail,fallar,falhar,falhar,échouer,fallire,fallar,fehlgeschlagen,فشل,असफल,失败,потерпеть поражение,להיכשל,misslyckas,svigte,
fatal,fatal,fatal,fatal,fatal,fatal,irreversibile,fatal,fatal,فادح,घातक,致命,фатальный,קטלני,dödlig,fatal,
fault,fault,defecto,falha,falha,faute,guasto,defecte,Fehler,خطأ,दोष,故障,придираться,אשמה,fel,fejl,
favorite,favorite,favorito,favorito,favorito,préféré,preferito,favorit,Favorit,مفضل,पसंदीदा,喜爱,любимый,אהוב,favorit-,favorit,
feature,feature,característica,recurso,recurso,fonctionnalité,caratteristica,característica,Funktion,ميزة,सुविधा,特征,особенность,תכונה,funktion,funktion,
feed,feed,alimentar,fonte,fonte,alimentation,feed,alimentar,Feed,لقِّم,चारा,饲料,кормить,הזנה,utfodra,foder,
feedback,feedback,retroalimentación,comentários,comentários,retour d'information,feedback,retroalimentació,Resonanz,رد فعل,प्रतिक्रिया,反馈,Обратная связь,משוב,återkoppling,tilbagemeldinger,
fetch,fetch,traer,obter,obter,apporter,stratagemma,portar,holen,إجلب,लाना,取,получать,להביא,hämta,hente,
field,field,campo,campo,campo,champ,campo,camp,Feld,حقل,खेत,领域,поле,שדה,fält,Mark,
figure,figure,cifra,figura,figura,figure,immaginare,xifra,Abbildung,شكل,आकृति,数字,фигура,דמות,figur,figur,
file,file,archivo,arquivo,arquivo,fichier,file,arxiu,Datei,ملف,फ़ाइल,文件,файл,קובץ,fil,fil,
fileUpload,file upload,Carga de archivo,Cerregue archivo,,téléchargement de fichiers,,Càrrega d'arxiu,Datei Hochladen,,फाइल अपलोड,上传文件,файл загружен,העלאת קובץ,filuppladdning,fil upload,
fill,fill,rellenar,preencher,preencher,remplir,riempire,omplir,ausfüllen,إملأ,भरना,填,заполнить,למלא,fylla,fylde,
filter,filter,filtro,filtro,filtro,filtre,filtro,filtre,Filter,مرشح,फिल्टर,过滤,фильтр,מסנן,filtrera,filter,
find,find,encontrar,localizar,localizar,trouver,trovare,trobar,suchen,اوجد,खोज,找,находить,למצוא,hitta,finde,
firewall,firewall,firewall,firewall,firewall,pare-feu,firewall,tallafocs,Firewall,جدار ناري,फ़ायरवॉल,火墙,брандмауэр,חומת אש,brandvägg,firewall,
firmware,firmware,firmware,firmware,firmware,firmware,firmware,firmware,Firmware,برمجيات مضمنة,फर्मवेयर,固件,прошивка,הקושחה,firmware,firmware,
fit,fit,caber,ajustar,ajustar,en forme,adattare,cabre,geeignet,مناسب,फिट,适合,поместиться,להתאים,passa,passe,
fix,fix,fijar,corrigir,corrigir,réparer,correggere,fixar,(Fehler) beheben,أصلح,ठीक कर,固定,фиксировать,לתקן,fixera,rette op,
flag,flag,bandera,sinalizador,sinalizador,drapeau,bandiera,bandera,Markierung,علم,झंडा,旗,флаг,דגל,flagga,flag,
flash,flash,flash,flash,flash,flash,lampeggiare,flash,Blitz,وميض,फ़्लैश,闪,вспышка,פלאש,blixt,blitz,
flat,flat,plano,simples,simples,appartement,piatto,pla,flach,مسطح,समतल,平面,плоский,שטוח,platt,flad,
flip,flip,voltear,inverter,inverter,feuilles mobiles,lanciare,voltejar,umdrehen,إقلب,फ्लिप,翻动,кувырок,להעיף,flip,flip,
floatverb,float (verb),flotar,flutuar (verbo),flutuar (verbo),floatverb,galleggiare (verbo),surar,gleiten (Verb),يطفو (فعل),floatverb,floatverb,floatverb,floatverb,floatverb,floatverb,
flood,flood,inundar,inundar,inundar,inonder,allagare,inundar,überschwemmen,طوفان,बाढ़,洪水,наводнение,מבול,översvämning,oversvømmelse,
floppy,floppy,floppy,disquete,disquete,souple,floppy,floppy,Diskette,مرن,फ्लॉपी,软盘,дискета,תקליטונים,diskett,diskette,
folder,folder,carpeta,pasta,pasta,dossier,cartella,carpeta,Ordner,مجلد,फ़ोल्डर,夹,папка,תיקייה,mapp,folder,
font,font,tipo de letra,fonte,fonte,Police de caractère,carattere,tipus de lletra,Schriftart,خط,फ़ॉन्ट,字形,шрифт,גופן,font,skrifttype,
footer,footer,pie de página,rodapé,rodapé,bas de page,piè di pagina,peu de pàgina,Fußzeile,حاشية سفلية,फ़ुटबाल,页脚,нижний колонтитул,תחתון,sidfot,sidefod,
form,form,formulario,formulário,formulário,forme,modulo,formulari,Formular,نموذج,प्रपत्र,形成,форма,טופס,form,form,
formatnoun,format (noun),formato,formato (substantivo),formato (substantivo),formatnoun,formato,format,Format (Nomen),هيئة - تهيئة (اسم),formatnoun,formatnoun,formatnoun,formatnoun,formatnoun,formatnoun,
formatverb,format (verb),formatear,formatar (verbo),formatar (verbo),formatverb,formattare,formatar,formatieren (Verb),هيء (فعل),formatverb,formatverb,formatverb,formatverb,formatverb,formatverb,
formatted,formatted,formateado,formatado,formatado,mis en forme,formattato,formatat,formatiert,مهيء,स्वरूपित,格式化,отформатированные,מעוצב,formaterade,formateret,
formula,formula,formula,fórmula,fórmula,formule,formula,formula,Formel,معادلة,सूत्र,式,формула,הנוסחה,formel,formel,
forum,forum,foro,,,forum,forum,fòrum,Forum,منتدى,मंच,论坛,Форум,בפורום,forum,forum,
fragment,fragment,fragmento,fragmento,fragmento,fragment,frammento,fragment,Bruchstück,جزء - كسرة,टुकड़ा,分段,фрагмент,שבר,fragment,fragment,
frame,frame,marco,quadro,quadro,Cadre,frame,marc,Einzelbild,إطار,ढांचा,帧,Рамка,מסגרת,ram,ramme,
frameset,frame set,conjunto de marcos,,,frameset,,conjunt de marcs,Frameset,طقم إطارات,फ्रेमसेट,框架,фреймы,מסגרות,ramuppsättning,rammesæt,
framework,framework,entorno de trabajo,,,cadre,framework,entorn de treball,Framework,هيكل,ढांचा,骨架,фреймворк,במסגרת,ramverk,rammer,
freesoftware,free software,software libre,software livre,software livre,logiciel gratuit,software libero,programari lliure,freie Software,برمجيات حرة,मुफ्त सॉफ्टवेयर,自由软件,бесплатно программное обеспечение,תוכנה חינמית,gratis mjukvara,fri software,
freeze,freeze,congelar,congelar,congelar,gel,congelare,congelar,einfrieren,جمِّد,फ्रीज,冻结,замерзать,להקפיא,frysa,fryse,
frequency,frequency,frecuencia,frequência,frequência,la fréquence,frequenza,freqüència,Frequenz,تردد,आवृत्ति,频率,частота,תדירות,frekvens,frekvens,
frontend,front end,primario,interface,interface,l'extrémité avant,interfaccia,primari,Frontend,نهاية أمامية,फ़्रंट एंड,前端,внешний интерфейс,חזיתי,frontend,frontend,
function,function,función,função,função,une fonction,funzione,funció,Funktion,دالة - وظيفة,समारोह,功能,функция,פונקציה,fungera,fungere,
gallery,gallery,galería,galeria,galeria,Galerie,galleria,galeria,Galerie,معرض,गेलरी,画廊,галерея,גלריה,Galleri,galleri,
game,game,juego,jogo,jogo,Jeu,gioco,joc,Spiel,لعبة,खेल,游戏,игра,משחק,spel,spil,
gateway,gateway,entrada,gateway,gateway,passerelle,gateway,entrada,Gateway,بوابة,द्वार,网关,шлюз,שער,inkörsport,gateway,
generate,generate,generar,,,produire,genera,generar,erzeugen,ولِّد,उत्पन्न,生成,генерировать,ליצור,generera,frembringe,
generation,generation,generación,geração,geração,génération,generazione,generació,Generation,توليد - جيل,पीढ़ी,代,поколение,דור,generation,generation,
generator,generator,generador,gerador,gerador,Générateur,generatore,generador,Generator,مولد,जनक,发电机,генератор,גנרטור,generator,generator,
generic,generic,genérico,genérico,genérico,générique,generico,genèric,generisch,عام,सामान्य,通用,общий,גנרית,generisk,generisk,
geometric,geometric,geométrico,geométrico,geométrico,géométrique,geometrico,geomètric,geometrisch,هندسي,ज्यामितिक,几何,геометрический,גיאומטרי,geometrisk,geometriske,
geometry,geometry,geometría,geometria,geometria,géométrie,geometria,geometria,Geometrie,هندسة,ज्यामिति,几何,геометрия,גיאומטריה,geometri,geometri,
grab,grab,coger,captar,captar,saisir,presa,agafar,greifen,قبض,लपकना,抓,грейфер,לתפוס,hugg,tag fat,
gradient,gradient,gradual,gradiente,gradiente,pente,sfumatura,gradual,Steigung,تدرج,ढाल,梯度,градиент,שיפוע,lutning,gradient,
grain,grain,grano,granulação,granulação,grain,grano,gra,Körnung,تحبب,अनाज,粮食,зерно,תבואה,spannmål,korn,
graph,graph,gráfico,gráfico,gráfico,graphique,grafo,gràfic,Schaubild,رسم بياني,ग्राफ,图形,график,גרף,Graf,kurve,
graphic,graphic,gráfico,gráfico,gráfico,graphique,grafico,gràfic,Grafik,بياني,ग्राफिक,图像,графический,גרפי,grafisk,grafisk,
graphical,graphical,gráfico,gráfica,gráfica,graphique,grafico,gràfic,grafisch,رسومي,चित्रात्मक,图形,графический,גרפי,grafiska,grafisk,
graphics,graphics,gráficos,gráficos,gráficos,graphique,grafica,gràfics,Grafik,رسوميات,ग्राफिक्स,图像,графика,גרפיקה,grafik,grafik,
grayscale,gray-scale,escala de grises,escala de cinza,escala de cinza,en niveaux de gris,scala di grigi,escala de grisos,Graustufen,تدرج رمادي,ग्रेस्केल,灰阶,полутоновой,בגווני אפור,gråskale,gråtoner,
grid,grid,cuadrícula,grade,grade,la grille,reticolo,quadrícula,Gitter,شبكة,ग्रिड,格,сетка,רשת,rutnät,gitter,
group,group,grupo,grupo,grupo,groupe,gruppo,grup,Gruppe,مجموعة,समूह,组,группа,קבוצה,grupp,gruppe,
guess,guess,suponer,,,deviner,supporre,suposar,raten,خمن,अनुमान,猜测,Угадай,נחש,gissa,gætte,
guest,guest,invitado,convidado,convidado,client,ospite,convidat,Gast,ضيف,अतिथि,客人,гость,אורח,gäst,gæst,
handlenoun,handle (noun),asa,manejo (substantivo),manejo (substantivo),handlenoun,gestore (nome),nansa,Griff (Nomen),تعامل (اسم),handlenoun,handlenoun,handlenoun,handlenoun,handlenoun,handlenoun,
handleverb,handle (verb),manejar,manejar (verbo),manejar (verbo),handleverb,gestire (verbo),gestionar,handhaben (Verb),عامل (فعل),handleverb,handleverb,handleverb,handleverb,handleverb,handleverb,
handler,handler,manipulador,manipulador,manipulador,maître,gestore,manipulador,Behandlungsroutine,مداول,हैंडलर,处理器,обработчик,המטפל,hanterare,handleren,
hardware,hardware,hardware,hardware,hardware,Matériel,hardware,maquinari,Hardware,عتاد,हार्डवेयर,硬件,аппаратные средства,חומרה,hårdvara,hardware,
hash,hash,hash,hash,hash,hacher,hash,hash,Hash,جزء - تجزيء,हैश,哈希,гашиш,חשיש,hash,hash,
head,head,cabeza,cabeçalho,cabeçalho,tête,testa,cap,Kopf,رأس - مقدمة,सिर,头,голова,ראש,huvud,hoved,
header,header,cabecera,cabeçalho,cabeçalho,entête,header,capçalera,Kopfzeile,ترويسة - رأس الصفحة,हैडर,头,заголовок,כותרת,rubrik,header,
height,height,altura,altura,altura,la taille,altezza,alçada,Höhe,إرتفاع,ऊंचाई,高度,рост,גובה,höjd,højde,
hello,hello,hola,olá,olá,Bonjour,ciao,hola,Hallo,,नमस्ते,你好,Привет,שלום,Hej,Hej,
help,help,ayuda,ajuda,ajuda,Aidez-moi,aiuto,ajuda,Hilfe,مساعدة,मदद,救命,Помогите,לעזור,hjälp,Hjælp,
hide,hide,ocultar,ocultar,ocultar,cacher,nascondere,amagar,ausblenden,إخفاء,छिपाना,隐藏,скрывать,להתחבא,Dölj,skjule,
hierarchy,hierarchy,jerarquía,hierarquia,hierarquia,hiérarchie,gerarchia,jerarquia,Hierarchie,هرمي - تسلسل هرمي,अनुक्रम,等级制度,иерархия,היררכיה,hierarki,hierarki,
highlight,high light,destacar,,,mettre en surbrillance,evidenziare,destacar,hervorheben,إبراز - إبانة,मुख्य आकर्षण,突出,основной момент,גולת הכותרת,markera,højdepunkt,
history,history,historia,histórico,histórico,historique,cronologia,història,Verlauf,تاريخ,इतिहास,历史,история,היסטוריה,historia,historie,
host,host,host,máquina,máquina,hôte,host,host,Rechner,مضيف,मेज़बान,主办,хозяин,מארח,värd,vært,
hostname,hostname,nombre del sistema,,,nom d'hôte,nome dell'host,nom del sistema,Rechnername,أسم المضيف,होस्ट नाम,主机名,имя хоста,שם מארח,hostname,værtsnavn,
hyperlink,hyperlink,hipervínculo,link,link,hyperlien,collegamento ipertestuale,hipervincle,Hyperlink,وصلة فائقة - وصلة شبكية,हाइपरलिंक,超链接,гиперссылка,קישור,hyperlänk,hyperlink,
hypertext,hypertext,hipertexto,hipertexto,hipertexto,hypertexte,ipertesto,hipertext,Hypertext,نص فائق - نص شبكي,हाइपरटेक्स्ट,超文本,гипертекста,היפרטקסט,hypertext,hypertekst,
icon,icon,icono,ícone,ícone,icône,icona,icona,Symbol,أيقونة,आइकन,图标,значок,סמל,ikon,ikon,
identify,identify,identificar,,,identifier,identificare,identificar,Identifizieren,عرِّف,की पहचान,鉴定,идентифицировать,לזהות,identifiera,identificere,
idle,idle,inactivo,ocioso,ocioso,tourner au ralenti,inattivo,inactiu,inaktiv,خامل - ساكن,बेकार,闲,вхолостую,סרק,på tomgång,ledig,
ignore,ignore,ignorar,ignorar,ignorar,ignorer,ignora,ignorar,Ignorieren,تجاهل,नज़रअंदाज़ करना,忽视,игнорировать,להתעלם,ignorera,ignorere,
image,image,imagen,imagem,imagem,image,immagine,imatge,Bild,صورة,छवि,图片,образ,תמונה,bild,billede,
implement,implement,implementar,,,mettre en place,implementare,implementar,implementieren,نفِّذ,लागू,实行,воплощать в жизнь,ליישם,genomföra,gennemføre,
import,import,importar,importar,importar,importation,importare,importar,importieren,اسّتورد,आयात,进口,Импортировать,תבואו,importera,importere,
inactive,inactive,inactivo,inativo,inativo,inactif,inattivo,inactiu,inaktiv,خامل - غير نشط,निष्क्रिय,待用,неактивный,פעיל,inaktiv,inaktiv,
inbox,inbox,bandeja de entrada,caixa de entrada,caixa de entrada,boîte de réception,in arrivo,safata d'entrada,Posteingang,صندوق الوارد,इनबॉक्स,收件箱,входящие,תיבת הדואר הנכנס,inkorg,indbakke,
inch,inch,pulgada,polegada,polegada,pouce,pollice,polzada,Zoll,بوصة,इंच,英寸,дюймовый,אינטש,tum,inch,
include,include,incluir,incluir,incluir,comprendre,includi,incloure,einbinden,ضمِّن,शामिल,包括,включают,כולל,inkludera,omfatte,
incoming,incoming,entrante,recebida,recebida,nouveau,in entrata,entrant,eingehend,وارد,भेजे,来,входящий,נכנס,inkommande,indkommende,
incompatible,incompatible,incompatible,incompatível,incompatível,incompatible,incompatibile,incompatible,inkompatibel,غير متوافق,असंगत,不相容,несовместимый,שאינו עולה בקנה אחד,oförenlig,uforenelig,
increase,increase,aumentar,aumentar,aumentar,augmenter,aumenta,augmentar,erhöhen,إرفع - زد,बढ़ना,增加,увеличение,להגביר,öka,øge,
increment,increment,incrementar,incremento,incremento,incrément,aumento,incrementar,erhöhen,علاوة - زيادة,वेतन वृद्धि,增量,приращение,תוספת,ökning,tilvækst,
indent,indent,sangrar,recuo,recuo,tiret,indenta,sagnar,einrücken,مسافة بادئة,मांगपत्र,缩进,отступ,זִיחַ,indrag,led,
index,index,índice,índice,índice,indice,indice,índex,Index,فهرس,सूची,指数,индекс,אינדקס,index,indeks,
indice,indice,índice,indice,,indice,,índex,indisch,فهرس - مفتاح,indice,指数之,Indice,מדדים,indice,indice,
infect,infect,infectar,infectar,,infecter,infettare,infectar,anstecken,يعدي - ينقل عدوى,संक्रमित,感染,заражать,להדביק,infektera,inficere,
infinite,infinite,infinito,infinito,infinito,infini,infinito,infinit,unendlich,لا متناهي,अनंत,无穷,бесконечный,אינסופי,oändlig,uendelig,
information,information,información,informação,informação,information,informazioni,informació,Information,معلومات,जानकारी,信息,Информация,מידע,information,Information,
infrared,infrared,infrarrojo,infravermelho,infravermelho,infrarouge,infrarosso,infraroig,Infrarot,لآشعة دون الحمراء - الآشعة تحت الحمراء,अवरक्त,红外线,инфракрасный,אינפרא אדום,infraröd,infrarød,
initial,initial,inicial,inicial,inicial,initiale,iniziale,inicial,Initialen,أولي - ابتدائي,प्रारंभिक,初始,начальная,התחלתי,första,initial,
initialize,initialize,inicializar,inicializar,inicializar,initialiser,inizializza,inicialitzar,Initialisieren,جهز - هيء,हस्ताक्षर करना,初始化,инициализировать,לאתחל,initialisera,initialisere,
input,input,entrada,entrada,entrada,contribution,input,entrada,Eingabe,مُدخل,इनपुट,输入,вход,קלט,inmatning,input,
insert,insert,insertar,inserir,inserir,insérer,inserisci,inserir,einfügen,أدرج - إدراج,सम्मिलित,插入,вставить,הכנס,Föra in,indsætte,
install,install,instalar,instalar,instalar,installer,installare,instal·lar,installieren,ثبِّت,इंस्टॉल करें,安装,устанавливать,להתקין,Installera,installere,
installer,installer,instalador,instalador,instalador,programme d'installation,programma d'installazione,instal·lador,Installationsprogramm,مثبت,संस्थापक,安装程序,монтажник,המתקין,installer,installatør,
instance,instance,ejemplo,instância,instância,exemple,istanza,exemple,Beispiel,مرة,उदाहरण,例,пример,למשל,exempel,instans,
instruction,instruction,instrucción,instrução,instrução,instruction,istruzione,instrucció,Instruktion,تدريب - تعليم,अनुदेश,指令,инструкция,הוראה,instruktion,instruktion,
integer,integer,número entero,inteiro,inteiro,nombre entier,intero,nombre enter,Ganzzahl,عدد صحيح,पूर्णांक,整数,целое число,מספר שלם,heltal,heltal,
integral,integral,integral,integral,integral,intégral,integrale,integral,Integral,مدمج - متكامل,अविभाज्य,积分,интеграл,בלתי נפרד,väsentlig,integreret,
integrate,integrate,integrar,integrar,integrar,intégrer,integrare,integrar,integrieren,إدمج - وحِّد,एकीकृत,整合,интегрировать,לשלב,integrera,integrere,
integration,integration,integración,integração,integração,l'intégration,integrazione,integració,Integration,إندماج - دمج,एकीकरण,积分,интеграция,שילוב,integration,integration,
integrity,integrity,integridad,integridade,integridade,intégrité,integrità,integritat,Integrität,تكامل,अखंडता,廉正,целостность,יושרה,integritet,integritet,
intensity,intensity,intensidad,intensidade,intensidade,intensité,intensità,intensitat,Intensität,شدة - كثافة,तीव्रता,强度,интенсивность,אינטנסיבי,intensitet,intensitet,
interactivity,interactivity,interactividad,interatividade,interatividade,interactivité,interattività,interactivitat,Interaktivität,تفاعلية,अन्तरक्रियाशीलता,互动,интерактивность,אינטראקטיביות,interaktivitet,interaktivitet,
interface,interface,interfaz,interface,interface,interface,interfaccia,interfície,Oberfläche,واجهة,इंटरफेस,接口,интерфейс,ממשק,gränssnitt,grænseflade,
internal,internal,interno,interno,interno,interne,interno,intern,intern,داخلي - باطني,अंदर का,内部,внутренний,פנימי,inre,indre,
internet,internet,internet,internet,internet,l'Internet,internet,internet,Internet,إنترنت,इंटरनेट,互联网,интернет,אינטרנט,internet,internet,
interrupt,interrupt,interrumpir,interrupção,interrupção,interrompre,interrupt,interrompre,Interrupt,انقطاع,बाधा,打断,прерывание,להפריע,avbryta,afbryde,
invalid,invalid,inválido,inválido,inválido,non valide,non valido,invàlid,ungültig,غير صحيح - لاغي,अमान्य,无效,недействительным,לא חוקי,ogiltig,ugyldig,
inverse,inverse,inverso,inverso,inverso,inverse,inverso,invers,umgekehrt,إعكس,श्लोक में,逆,обратный,הפוך,omvänd,invers,
invert,invert,invertir,inverter,inverter,inverser,inverti,invertir,umkehren,قلب - عكس,पलटना,倒置,инвертировать,לַהֲפוֹך,invertera,invertsukker,
invoke,invoke,invocar,invocar,invocar,invoquer,invoca,invocar,aufrufen,استدعي - نشِّط,आह्वान,调用,взывать,לעורר,åberopa,påberåbe,
italic,italic,itálica,itálico,itálico,italique,corsivo,itàlica,kursiv,مائل,तिरछा,斜体,курсивный,נטוי,kursiv,kursiv,
item,item,ítem,item,item,article,voce,ítem,Element,عنصر,मद,项目,вещь,פריט,Artikel,vare,
iteration,iteration,iteración,iteração,iteração,itération,iterazione,iteració,Wiederholung,تكرار,यात्रा,迭代,итерация,איטרציה,iteration,iteration,
jag,jag,juerga,,,pointe,,gresca,Besäufnis,شق,कंगूरा,乱切,выщерблять,שֵׁן,jag,jag,
jam,jam,mermelada,,,confiture,bloccato,melmelada,Stau,زحام - تكدس,जाम,果酱,варенье,ריבה,sylt,marmelade,
job,job,trabajo,trabalho,trabalho,emploi,attività,treball,Arbeit,مهمة,काम,工作,работа,עבודה,jobb,job,
join,join,unir,entrar,entrar,joindre,partecipare,unir,beitreten,انضمام,में शामिल होने के,加入,присоединиться,להצטרף,Ansluta sig,tilslutte,
joystick,joy stick,joy stick,,,manette,joystick,joy estic,Joystick,عصا الآلعاب,जोस्टिक,操纵杆,джойстик,ג'ויסטיק,joystick,joystick,
jump,jump,saltar,pular,pular,saut,salta,saltar,springen,إقفز - تجاوز,छलांग,跳,Прыгать,לקפוץ,hoppa,hoppe,
junk,junk,porqueria,lixo,lixo,déchet,spazzatura,porqueria,Abfall,قمامة - غير هام,कचरा,破烂,барахло,זבל,skräp,junk,
justify,justify,justificar,justificar,justificar,justifier,giustifica,justificar,Blocksatz,ضبط - تسوية,औचित्य साबित,辩解,обосновывать,להצדיק,rättfärdiga,retfærdiggøre,
keep,keep,mantener,manter,manter,garder,mantieni,mantenir,behalten,اترك,रखना,保持,держать,לשמור,ha kvar,holde,
kernel,kernel,núcleo,kernel,kernel,noyau,kernel,nucli,Kernel,نواة,गुठली,核心,ядро,הקרנל,kärna,kerne,
key,key,tecla,chave,chave,clé,tasto,tecla,Taste,مفتاح,कुंजी,键,ключ,המפתח,nyckel-,nøgle,
keystroke,key stroke,pulsación de tecla,pressionar tecla,pressionar tecla,combinaison de touches,pressione del tasto,pulsació de tecla,Tastenanschlag,ضغطة زر- كبسة زر,कीस्ट्रोक,按键,нажатие клавиши,הקשה,tangenttryckning,tastetryk,
keyword,key word,palabra clave,palavra chave,palavra chave,mot-clé,parola chiave,paraula clau,Stichwort,كلمة أساسية - كلمة رئيسية,कीवर्ड,关键词,ключевое слово,מילת מפתח,nyckelord,søgeord,
keyboard,keyboard,teclado,teclado,teclado,clavier,tastiera,teclat,Tastatur,لوحة المفاتيح,कीबोर्ड,键盘,клавиатура,מקלדת,tangentbord,tastatur,
label,label,etiqueta,rótulo,rótulo,étiquette,etichetta,etiqueta,Beschriftung,عنوان - ملصق,लेबल,标签,этикетка,תווית,märka,etiket,
landscape,landscape,paisaje,paisagem,paisagem,paysage,orizzontale,paisatge,Querformat,عرضي - أفقي,परिदृश्य,景观,пейзаж,נוף,landskap,landskab,
language,language,idioma,língua,idioma,la langue,lingua,idioma,Sprache,لغة,भाषा,语言,язык,שפה,språk,Sprog,
laptop,laptop,ordenador portátil,laptop,laptop,portable,laptop,ordinador portàtil,Laptop,حاسوب محمول - كمبيوتر محمول,लैपटॉप,笔记本电脑,портативный компьютер,מחשב נייד,bärbar dator,bærbar,
launch,launch,lanzamiento,iniciar,iniciar,lancement,lancia,llançament,starten,نفِّذ - شغِّل,प्रक्षेपण,发射,запуск,השקה,lansera,lancering,
layer,layer,capa,camada,camada,couche,layer,capa,Schicht,طبقة,परत,层,слой,שכבת,lager,lag,
layout,layout,diseño,,,disposition,disposizione,disseny,Entwurf,مظهر - تخطيط,ख़ाका,布局,расположение,פריסה,layout,layout,
length,length,longitud,duração,duração,longueur,lunghezza,longitud,Länge,طول,लंबाई,长度,длина,אורך,längd,længde,
license,license,licencia,licença,licença,Licence,licenza,llicència,Lizenz,رخصة - ترخيص,लाइसेंस,执照,лицензия,רישיון,licens,licens,
line,line,línea,linha,linha,ligne,linea,línia,Linie,سطر - خط,लाइन,线,линия,קו,linje,linje,
link,link,enlace,link,link,lien,collegamento,enllaç,Verknüpfung,رابط - وصلة,संपर्क,链接,ссылка на сайт,קישור,länk,link,
list,list,lista,listar,listar,liste,elenco,llista,Liste,قائمة - لائحة,सूची,名单,список,רשימה,lista,liste,
load,load,cargar,carregar,carregar,charger,caricare,carregar,laden,حمِّل,भार,加载,нагрузка,עומס,ladda,belastning,
local,local,local,local,local,local,locale,local,lokal,محلي,स्थानीय,本地,местный,מקומי,lokal,lokal,
localization,localization,localización,localização,localização,localisation,localizzazione,localització,Lokalisierung,توطين - تطويع,स्थानीयकरण,本土化,локализация,לוקליזציה,lokalisering,lokalisering,
location,location,ubicación,localização,localização,emplacement,posizione,ubicació,Ort,موقع,स्थान,地点,место нахождения,מקום,plats,Beliggenhed,
log,log,registrar,,,journal,log,registrar,Protokoll,سِجل,लॉग इन करें,日志,журнал,יומן,logga,log,
lookup,lookup,búsqueda,procurar,procurar,Chercher,ricerca,recerca,nachschlagen,ابحث,देखो,抬头,уважать,הבט מעלה,slå upp,kig op,
lowercase,lower-case,letra minúscula,minúsculas,minúsculas,minuscule,minuscolo,lletra minúscula,Kleinschreibung,أحرف صغيرة,लोअरकेस,小写,в нижнем регистре,אותיות קטנות,små bokstäver,små bogstaver,
machine,machine,máquina,computador,computador,machine,macchina,màquina,Maschine,آلة - ماكينة,मशीन,机,машина,מכונית,maskin,maskine,
mainboard,main board,tablero principal,placa mãe,placa mãe,mainboard,scheda madre,tauler principal,Mainboard,لوحة رئيسية,मुख्य बोर्ड,主板,материнская плата,mainboard,moderkort,bundkort,
maintainer,maintainer,mantener,,,mainteneur,manutentore,mantenir,Betreuer,مصين,मेंटेनर,维护者,сопровождающий,מְפַרנֵס,ansvarige,vedligeholder,
maintenance,maintenance,mantenimiento,manutenção,manutenção,entretien,manutenzione,manteniment,Wartung,صيانة,रखरखाव,保养,поддержание,תחזוקה,underhåll,vedligeholdelse,
manage,manage,gestionar,gerenciar,gerenciar,gérer,gestire,gestionar,verwalten,در - أدِر,प्रबंधन,管理,управлять,לנהל,hantera,styre,
management,management,gestión,gerenciamento,gerenciamento,la gestion,gestione,gestió,Verwaltung,إدارة,प्रबंध,管理,управление,הנהלה,förvaltning,ledelse,
manager,manager,gestor,gerenciador,gerenciador,directeur,gestore,gestor,Manager,مدير,प्रबंधक,经理,менеджер,מנהל,chef,Manager,
manual,manual,manual,manual,manual,Manuel,manuale,manual,Handbuch,دليل - يدوي,गाइड,手册,руководство,מדריך ל,manuell,brugervejledning,
margin,margin,margen,margem,margem,marge,margine,marge,Rand,هامش,हाशिया,余量,поле,שולים,marginal,margen,
mark,mark,marcar,marca,marca,marque,segno,marcar,markieren,علامة,निशान,标记,отметка,סימן,markera,mærke,
