id,en,es,pt,de,fr,it,ar,hi,pt_BR,zh_CN,ru
notification,notification,notificación,notificação,Benachrichtigung,notification,notifica,إعلام - التنبيه,,notificação,,уведомление
notify,notify,notificar,notificar,benachrichtigen,notifier,notificare,ابلاغ - تبليغ,,notificar,,поставить в известность
null,null,inválido,nulo,Null,null,null,منعدم - لاغي,,nulo,,ноль
number,number,número,número,Zahl,nombre,numero,رقم,,número,,число
numbering,numbering,numeración,,Nummerierung,numérotation,numerazione,ترقيم,,,,нумерация
object,object,objeto,objeto,Objekt,objet,oggetto,كائن,,objeto,,объект
occurrence,occurrence,incidencia,ocorrência,Auftreten,occurrence,occorrenza,حادثة - واقعة,,ocorrência,,вхождение
octet,octet,octeto,octeto,Oktett,octuor,ottetto,ثماني,,octeto,,октет
offline,offline,fuera de línea,offline,offline,hors ligne,disconnesso,غير متصل,,offline,,не в сети
OK,OK,Aceptar,,OK,D'accord,OK,موافق - حسناً,,,,Хорошо
ongoing,ongoing,en curso,,laufend,en cours,in corso,جار,,,,постоянный
online,online,en línea,online,online,en ligne,collegato,متصل,,online,,онлайн
opacity,opacity,opacidad,opacidade,Deckkraft,opacité,opacità,عتمة,,opacidade,,помутнение
opaque,opaque,opaco,opaco,undurchsichtig,opaque,opaco,معتم,,opaco,,непрозрачный
open,open,abrir,abrir,öffnen,ouvrir,apri,افتح,,abrir,,открыть
operation,operation,operación,operação,Vorgang,opération,operazione,عملية,,operação,,операция
option,option,opción,opção,Option,option,opzione,خيار - خيارات,,opção,,вариант
optional,optional,opcional,opcional,optional,facultatif,facoltativa,أختياري,,opcional,,необязательный
order,order,ordenar,ordem,Reihenfolge,ordre,ordine,ترتيب,,ordem,,порядок
organize,organize,organizar,,veranstalten,organiser,organizzare,نظِّم,,,,организовать
orientation,orientation,orientación,orientação,Ausrichtung,orientation,orientamento,إتجاه,,orientação,,ориентация
original,original,original,original,Original,original,originale,منشأ,,original,,оригинал
outgoing,outgoing,que sale,partida,ausgehend,sortant,in uscita,صادر - خارج,,partida,,исходящий
output,output,salida,saída,Ausgabe,sortie,output,إخراج - خَرْج,,saída,,выход
overflow,overflow,desbordamiento,excedente,Überlauf,débordement,overflow,فيض,,excedente,,переполнение
override,override,invalidar,substituir,außer Kraft setzen,passer outre,override,تجاوز,,substituir,,переопределение
overwrite,overwrite,sobrescribir,sobrescrever,überschreiben,écraser,sovrascrivi,كتابة فوقية|كتابة على,,sobrescrever,,затирать
owner,owner,propietario,proprietário,Besitzer,propriétaire,proprietario,مالك,,proprietário,,владелец
pack,pack,empaquetar,pacote,packen,pack,pacco,تحزيم,,pacote,,пак
package,package,paquete,pacote,Paket,paquet,imballaggio,حزمة,,pacote,,пакет
packet,packet,paquete,pacote,(Daten-)Paket,paquet,pacchetto,رزمة,,pacote,,пакет
padding,padding,relleno,preenchimento,Randabstand,rembourrage,spaziatura,حشو,,preenchimento,,набивка
page,page,página,página,Seite,page,pagina,صفحة,,página,,страница
paint,paint,pintar,pintar,Farbe,peindre,disegnare,دهن - صباغة - رسم,,pintar,,покрасить
pair,pair,par,par,Paar,paire,coppia,زوج,,par,,пара
palette,palette,paleta,paleta,(Farb-)Palette,palette,tavolozza,مسطرة الألوان - لوحة ألوان,,paleta,,палитра
panel,panel,panel,painel,Kontrollleiste,panneau,pannello,لوحة - لوحة التحكم,,painel,,панель
parallel,parallel,paralelo,paralelo,parallel,parallèle,parallelo,متوازي - موازي,,paralelo,,параллельно
parameter,parameter,parámetro,parâmetro,Parameter,paramètre,parametro,معامل,,parâmetro,,параметр
parcel,parcel,paquete,parcela,Paket,parcelle,pacco,رزمة - طرد,,parcela,,посылка
parent,parent,matriz,pai,Vorgänger,parent,genitore,أصلي - رئيسي,,pai,,родитель
parity,parity,paridad,paridade,Gradzahligkeit,parité,parità,إزدواج - تعادل,,paridade,,соотношение
parse,parse,analizar,analisar,analysieren,analyser,analizzare,تحليل - إعراب,,analisar,,разбор
partition,partition,partición,partição,Aufteilung,cloison,partizione,قسم - تقسيم,,partição,,раздел
pass,pass,contraseña,passar,bestehen,passer,passare,مرر,,passar,,проходить
password,password,contraseña,senha,Passwort,mot de passe,password,كلمة سر,,senha,,пароль
paste,paste,pegar,colar,Einfügen,coller,incolla,لصق,,colar,,вставить
patchnoun,patch (noun),parche,correção (substantivo),Patch,patchnoun,toppa (nome),حزمة (اسم),,correção (substantivo),,patchnoun
patchverb,patch (verb),parche,corrigir (verbo),ausbessern,patchverb,correggere (verbo),احزم (فعل),,corrigir (verbo),,patchverb
path,path,ruta,caminho,Pfad,chemin,percorso,مسار,,caminho,,дорожка
pattern,pattern,modelo,padrão,Muster,modèle,pattern,نمط,,padrão,,шаблон
pause,pause,pausa,pausar,Pause,pause,pausa,اوقف مؤقتاً,,pausar,,Пауза
peripheral,peripheral,periférico,periférico,Peripheriegerät,périphérique,periferica,طرفي,,periférico,,периферический
permanent,permanent,permanente,permanente,dauerhaft,permanent,permanente,دائم,,permanente,,постоянный
permission,permission,permiso,permissão,Berechtigung,autorisation,permesso,إذن - صلاحية,,permissão,,разрешение
permutation,permutation,permutación,permutação,Permutation,permutation,permutazione,مبادلة,,permutação,,перестановка
physical,physical,físico,físico,physikalisch,physique,fisica,حسي - ملموس,,físico,,физическое
picture,picture,dibujo,imagem,Bild,image,immagine,صورة,,imagem,,картина
pipe,pipe,conducción,,Umleitung,tuyau,tubo,أنبوب,,,,труба
pixel,pixel,píxel,pixel,Pixel,pixel,pixel,بكسل,,pixel,,пиксель
placement,placement,colocación,,Platzierung,placement,posizionamento,موضع,,,,размещение
plain,plain,plano,simples,schlicht,plaine,semplice,مجرد - عادي,,simples,,гладкий
plotverb,plot (verb),trazar,,(ein-)zeichnen,plotverb,tracciare (verbo),خطط - تخطيط (فعل),,,,plotverb
plotter,plotter,trazador de gráficos,,Zeichengerät,traceur,plotter,خطاط - رسام,,,,плоттер
plugin,plugin,complemento,plug-in,Plugin,brancher,plugin,ملحق - إضافة مدمجة,,plug-in,,плагин
popup,pop up,pop up,,(plötzlich) erscheinen,apparaitre,popup,منبثق,,,,неожиданно возникнуть
port,port,puerto,porta,Port,Port,porto,منفذ - مدخل,,porta,,порт
position,position,posición,posição,Position,position,posizione,موقع - مكان,,posição,,позиция
post,post,enviar,publicar,,poster,post,ارسل,,publicar,,сообщение
preferences,preferences,preferencias,preferências,Einstellungen,préférences,preferenze,تفضيلات,,preferências,,предпочтения
prepare,prepare,preparar,preparar,vorbereiten,préparer,preparare,حضِّر,,preparar,,подготовить
presentation,presentation,presentación,apresentação,Präsentation,présentation,presentazione,عرض تقديمي,,apresentação,,презентация
press,press,pulsar,pressionar,drücken,presse,stampa,اضغط,,pressionar,,Нажмите
prevent,prevent,prevenir,,vermeiden,prévenir,previeni,اتقي - تجنب,,,,предотвращать
preview,preview,previsualización,visualizar,Vorschau,Aperçu,anteprima,معاينة,,visualizar,,предварительный просмотр
primary,primary,primario,primário,primär,primaire,primaria,أساسي - أولي,,primário,,первичный
principal,principal,principal,principal,Auftraggeber,principal,capo,رئيسي - أساسي,,principal,,главный
print,print,imprimir,imprimir,drucken,impression,stampa,اطبع,,imprimir,,Распечатать
printer,printer,impresora,impressora,Drucker,imprimante,stampante,طابعة,,impressora,,принтер
priority,priority,prioridad,prioridade,Priorität,priorité,priorità,أولوية,,prioridade,,приоритет
privacy,privacy,privacidad,privacidade,Privatsphäre,intimité,riservatezza,خصوصية,,privacidade,,Конфиденциальность
private,private,privado,particular,privat,privé,privato,خاص,,particular,,частный
privilege,privilege,privilegio,privilégio,Berechtigung,privilège,privilegio,امتياز,,privilégio,,привилегия
procedure,procedure,procedimiento,procedimento,Prozedur,procédure,procedura,إجراء,,procedimento,,процедура
process,process,proceso,processo,verarbeiten,processus,processo,عملية,,processo,,процесс
processor,processor,procesador,processador,Prozessor,processeur,processore,معالج,,processador,,процессор
product,product,producto,produto,Produkt,produit,prodotto,منتج,,produto,,товар
profile,profile,perfil,perfil,Profil,profil,profilo,تشكيل جانبي,,perfil,,профиль
program,program,programa,programa,Programm,programme,programma,برنامج,,programa,,программа
programmer,programmer,programador,programador,Programmierer,programmeur,programmatore,مبرمج,,programador,,программист
project,project,proyecto,projeto,Projekt,projet,progetto,مشروع,,projeto,,проект
prompt,prompt,prompt,,Kommandozeile,rapide,riga di comando,محث,,,,незамедлительный
property,property,propiedad,propriedade,Eigenschaft,propriété,proprietà,ملكية - خاصية,,propriedade,,имущество
proprietary,proprietary,propietario,proprietário,proprietär,propriétaire,proprietario,خاص - مملوك,,proprietário,,патентованный
protect,protect,proteger,proteger,(be-)schützen,protéger,proteggi,احمي,,proteger,,защищать
protection,protection,protección,proteção,Schutz,protection,protezione,حماية,,proteção,,защита
protocol,protocol,protocolo,protocolo,Protokoll,protocole,protocollo,بروتوكول - ميفاق,,protocolo,,протокол
provide,provide,proveer,,bereitstellen,fournir,fornire,وفر,,,,предоставлять
provider,provider,proveedor,fornecedor,Anbieter,fournisseur,provider,مزود - موفر,,fornecedor,,поставщик
proxy,proxy,proxy,proxy,Proxy-Server,Procuration,proxy,بروكسي - وسيط,,proxy,,полномочие
public,public,público,público,öffentlich,Publique,pubblico,عام - عمومي,,público,,общественности
publish,publish,publicar,publicar,veröffentlichen,publier,pubblicare,انشر,,publicar,,публиковать
pull,pull,tirar,,ziehen,tirez,tira,اسحب - جر,,,,вытащить
push,push,empujar,,drücken,pousser,premere,ادفع,,,,От себя
quality,quality,calidad,qualidade,Qualität,qualité,qualità,جودة,,qualidade,,качественный
quantity,quantity,cantidad,quantidade,Menge,quantité,quantità,كمية,,quantidade,,количество
quarantine,quarantine,cuarentena,quarentena,Quarantäne,quarantaine,quarantena,حجر صحي - عزل,,quarentena,,карантин
query,query,consulta,consultar,Anfrage,question,interrogazione,استعلام,,consultar,,запрос
queue,queue,cola,fila,Warteschlange,queue,accoda,طابور,,fila,,очередь
quit,quit,salir,sair,beenden,quitter,esci,مغادرة,,sair,,уволиться
quota,quota,cuota,cota,Kontingent,quota,cita,حصة - نصيب,,cota,,квота
quotation,quotation,cita,citação,Zitierung,devis,citazione,اقتباس,,citação,,цитата
quote,quote,citar,citação,Zitat,citation,virgolette,اقتبس,,citação,,котировка
raise,raise,alcanzar,aumentar,erhöhen,élever,alzare,رفع,,aumentar,,повышение
random,random,aleatorio,aleatório,Zufall,au hasard,casuale,عشوائي,,aleatório,,случайный
range,range,área,intervalo,Distanz,intervalle,intervallo,مجال,,intervalo,,спектр
rate,rate,valorar,taxa,Rate,taux,tasso,معدل - سرعة,,taxa,,темп
ratio,ratio,ratio,relação,Verhältnis,rapport,rapporto,نسبة,,relação,,соотношение
raw,raw,crudo,bruto,roh,brut,grezzo,خام,,bruto,,сырье
ray,ray,rayo,raio,Strahl,rayon,raggio,شعاع,,raio,,луч
reachable,reachable,alcanzable,,erreichbar,accessible,raggiungibile,في متناول اليد,,,,достижимый
read,read,leer,ler,Lese,lis,lettura,اقرأ,,ler,,читать
readonly,read only,sólo de lectura,somente leitura,nur lesbar,lecture seulement,a sola lettura,للقراءة فقط,,somente leitura,,только для чтения
readable,readable,leíble,,lesbar,lisible,leggibile,مقروء,,,,удобочитаемый
ready,ready,preparado,ready,bereit,prêt,pronto,جاهز,,ready,,готовы
real,real,real,real,real,réal,reale,حقيقي,,real,,реальный
reboot,reboot,reiniciar,reiniciar,Neustart,reboot,riavvia,إعادة تشغيل,,reiniciar,,перезагружать
receipt,receipt,recibo,recibo,Empfangsbestätigung,le reçu,ricevuta,توصيل,,recibo,,чек
receive,receive,recibir,receber,empfangen,recevoir,ricevere,استقبال,,receber,,Получать
recognition,recognition,reconocimiento,reconhecimento,Bestätigung,reconnaissance,riconoscimento,تعرف - تقدير,,reconhecimento,,признание
reconnect,reconnect,reconectar,reconectar,Erneut verbinden,reconnecter,riconnetti,اعد الاتصال,,reconectar,,воссоединиться
record,record,grabación,registro,Aufnahme,record,registrazione,سجل,,registro,,запись
recordverb,record (verb),grabar,registrar (verbo),aufnehmen,recordverb,registrare,سجل (فعل),,registrar (verbo),,recordverb
recover,recover,recuperar,recuperar,wiederherstellen,récupérer,recupera,استرجع - استرد,,recuperar,,оправляться
recovery,recovery,recuperación,recuperação,Wiederherstellung,récupération,recuperare,استراجاع - استرداد,,recuperação,,восстановление
recursion,recursion,recursividad,recursão,Rekursion,récursion,ricorsione,معاودة- تكرار,,recursão,,рекурсия
recursive,recursive,recursivo,recursivo,Unterordner einbeziehen,récursif,ricorsivo,تكراري,,recursivo,,рекурсивный
redirect,redirect,redireccionar,redirecionar,weiterleiten,réorienter,redirezione,إعادة توجيه,,redirecionar,,переадресовывать
redo,redo,rehacer,refazer,wiederholen,refaire,ripeti,تكرار,,refazer,,переделывать
reduce,reduce,reducir,,reduzieren,réduire,riduci,انقص,,,,уменьшить
reduction,reduction,reducción,redução,Abnahme,réduction,riduzione,انقاص - نقص,,redução,,сокращение
redundant,redundant,redundante,redundante,überflüssig,redondant,ridondante,متعدد,,redundante,,избыточный
reference,reference,referencia,referência,Verweis,référence,relazione,مرجع,,referência,,ссылка
referer,referer,referente,,referieren,referer,referente,دال,,,,реферер
referral,referral,referencia,referência,Referenz,référence,reinvio,إحالة,,referência,,направления
reflexive,reflexive,reflexivo,reflexivo,reflexiv,réfléchi,riflessivo,انعكاسي - عاكس,,reflexivo,,возвратный
refresh,refresh,actualizar,atualizar,aktualisieren,rafraîchir,aggiorna,إنعاش - اعادة تحميل,,atualizar,,обновление
refuse,refuse,rechazar,,zurückweisen,refuser,rifiuta,ارفض,,,,отказаться
regenerate,regenerate,regenerar,,erneuern,régénérer,rigenerare,إعادة توليد,,,,регенерировать
register,register,registrar,registrar,registrieren,registre,registra,سجل,,registrar,,регистр
registration,registration,inscripción,registro,Registrierung,enregistrement,registrazione,تسجيل,,registro,,постановка на учет
registry,registry,registro,registro,Register,enregistrement,registro,مسجل - سِجْل,,registro,,реестр
regular,regular,regular,regular,regelmäßig,ordinaire,regolare,منتظم - عادي,,regular,,регулярный
regulate,regulate,regular,regular,regulieren,réglementer,regola,نَظِّم,,regular,,регулировать
relay,relay,relevo,retransmitir,übermitteln,relais,relé,مُرحِّل - ناقل,,retransmitir,,реле
release,release,versión,versão,Abfall,Libération,versione,إصدار,,versão,,релиз
remaining,remaining,que queda,restante,verbleibend,restant,rimanente,باقٍ,,restante,,остальной
remind,remind,recordar,,erinnern,rappeler,ricordare,ذكِّر,,,,напоминать
remote,remote,remoto,remoto,entfernt,éloigné,remoto,عن بعد - بعيد,,remoto,,дистанционный пульт
removable,removable,desmontable,removível,entfernbar,amovible,rimovibile,قابل للإزالة,,removível,,съемный
remove,remove,eliminar,remover,entfernen,retirer,rimuovi,أزل,,remover,,Удалить
rename,rename,renombrar,renomear,umbenennen,Renommer,rinomina,اعد التسمية,,renomear,,переименовать
render,render,renderizar,renderizar,rendern,rendre,,قدم - اعرض,,renderizar,,оказывать
renew,renew,renovar,,erneuern,renouveler,rinnova,جدد,,,,возобновлять
repair,repair,reparar,reparar,reparieren,réparation,ripara,اصلح,,reparar,,ремонт
repeat,repeat,repetir,repetir,wiederholen,répéter,ripeti,كرّر,,repetir,,повторение
replace,replace,sustituir,substituir,ersetzen,remplacer,sostituisci,بدّل,,substituir,,замещать
replicate,replicate,replicar,,replizieren,reproduire,duplica,ضاعف - كرر,,,,копировать
replication,replication,réplica,replicar,Replikation,réplication,duplicazione,مضاعفة - تكرار,,replicar,,копирование
reply,reply,contestar,responder,antworten,répondre,rispondi,رد,,responder,,Ответить
report,report,informar,relatório,berichten,rapport,rapporto,تقرير,,relatório,,доклад
repository,repository,repositorio,repositório,Archiv,dépôt,archivio,مستودع,,repositório,,хранилище
request,request,petición,solicitação,anfordern,demande,richiesta,طلب,,solicitação,,запрос
require,require,requerir,requer,erfordern,exiger,richiedere,تطلب,,requer,,требовать
requirement,requirement,requerimiento,requisito,Voraussetzungen,exigence,requisito,متطاب - إحتياج,,requisito,,требование
reset,reset,reiniciar,reiniciar,Standard,réinitialiser,reset,اعادة - تصفير,,reiniciar,,сброс
resize,resize,redimensionar,redimensionar,Größe ändern,redimensionner,ridimensiona,غيّر الحجم,,redimensionar,,изменить размер
resolution,resolution,resolución,resolução,Auflösung,résolution,risoluzione,دقة,,resolução,,разрешающая способность
resolver,resolver,resolver,resolvedor,,résolveur,risolutore,حالّ,,resolvedor,,распознаватель
resource,resource,recurso,recurso,Ressource,Ressource,risorsa,مورد,,recurso,,ресурс
response,response,respuesta,resposta,Antwort,réponse,risposta,إجابة,,resposta,,ответ
restart,restart,reiniciar,reiniciar,neu starten,redémarrer,riavvia,اعد التشغيل,,reiniciar,,запустить снова
restore,restore,restaurar,restaurar,wiederherstellen,restaurer,ripristina,استعادة,,restaurar,,восстановить
restrict,restrict,restringir,restringir,beschränken,restreindre,limita,اقتصر,,restringir,,ограничивать
restriction,restriction,restricción,restrição,Einschränkung,restriction,limitazione,قيد - اقتصار,,restrição,,ограничение
result,result,resultado,resultado,Ergebnis,résultat,risultato,نتيجة,,resultado,,результат
resume,resume,reanudar,continuar,wiederaufnehmen,CV,riprendi,متابعة,,continuar,,продолжить
retrieve,retrieve,recuperar,obter,abrufen,récupérer,recupera,أسترجع,,obter,,извлекать
retry,retry,reintentar,tentar novamente,erneut versuchen,réessayez,riprova,اعد المحاولة,,tentar novamente,,повторить попытку
return,return,retorno,retornar,zurück,revenir,invio,رجوع - عودة,,retornar,,вернуть
reverse,reverse,reverso,inverso,umgekehrt,sens inverse,inverti,عكس,,inverso,,задний ход
revert,revert,revertir,inverter,rückgängig machen,revenir,inverti,يعكس,,inverter,,возвращаться
revocation,revocation,revocación,revogar,Widerruf,révocation,revoca,سحب - ابطال,,revogar,,отзыв
revoke,revoke,revocar,,zurückziehen,révoquer,revoca,اسحب - ابطل,,,,отзывать
root,root,raiz,raiz,Basisordner,racine,root,جذر,,raiz,,корень
rotate,rotate,girar,girar,drehen,tourner,ruota,تدوير,,girar,,вращаться
route,route,ruta,rota,weiterleiten,route,itinerario,طريق,,rota,,маршрут
router,router,ruter,roteador,Router [comp.],routeur,router,موجه - مسير,,roteador,,маршрутизатор
routine,routine,rutina,rotina,Routine,routine,procedura,وتيرة - روتين,,rotina,,рутинный
row,row,fila,linha,row,rangée,riga,صف,,linha,,строка
rule,rule,regla,regra,Regel,règle,regola,قاعدة,,regra,,правило
run,run,ejecutar,executar,ausführen,courir,eseguire,نفّذ,,executar,,бежать
runtime,runtime,tiempo de ejecución,tempo de execução,Laufzeit,exécution,runtime,زمن التشغيل,,tempo de execução,,время выполнения
safe,safe,seguro,seguro,sicher,sûr,sicuro,آمن - خزانة,,seguro,,безопасный
sample,sample,ejemplo,amostra,Probe,échantillon,esempio,عينة,,amostra,,образец
sans,sans,sans,sans,ohne,sans,,سانس - مركز سانس للتحذير من الهجمات الفيروسية على الإنترنت,,,,без
save,save,guardar,salvar,speichern,enregistrer,salva,احفظ,,salvar,,спасти
scalable,scalable,escalable,escalável,skalierbar,évolutive,scalabile,قابل للتمديد,,escalável,,масштабируемый
scale,scale,escala,escala,skalieren,échelle,scala,قياس,,escala,,масштаб
scan,scan,examinar,examinar,suchen,balayage,scansione,امسح,,examinar,,сканирование
scanner,scanner,escáner,scanner,Scanner,scanner,scanner,ماسحة,,scanner,,сканер
schedule,schedule,horario,agenda,Planung,programme,pianificare,جدول - برنامج اعمال,,agenda,,график
scheme,scheme,esquema,esquema,Schema,schème,schema,مخطط - خطة,,esquema,,схема
scratch,scratch,marcar,,Kratzer,rayure,,من الصفر - من لا شيء,,,,царапина
screen,screen,pantalla,tela,Bildschirm,écran,schermo,شاشة - فرز,,tela,,экран
screw,screw,atornillar,,Schraube,vis,vite,يفسد - مفك,,,,винт
script,script,script,script,Skript,scénario,script,نص,,script,,скрипт
scroll,scroll,desplazar,rolar,scrollen,faire défiler,scorrere,لفّ,,rolar,,свиток
search,search,buscar,pesquisar,suchen,chercher,ricerca,ابحث,,pesquisar,,поиск
section,section,sección,seção,Abschnitt,section,sezione,قسم - باب,,seção,,раздел
sector,sector,sector,setor,Bereich,secteur,settore,قطاع,,setor,,сектор
secure,secure,seguro,seguro,sicher,garantir,sicuro,آمن,,seguro,,безопасный
security,security,seguridad,segurança,Sicherheit,Sécurité,sicurezza,أمن,,segurança,,безопасность
seek,seek,buscar,buscar,suchen,chercher,,اسعى - ابحث,,buscar,,искать
segment,segment,segmento,segmento,Strecke,segment,segmento,قطعة,,segmento,,сегмент
segmentation,segmentation,segmentación,segmentação,Segmentierung,segmentation,segmentazione,تقسيم,,segmentação,,сегментация
select,select,seleccionar,selecionar,auswählen,sélectionner,selezionare,اختر,,selecionar,,Выбрать
selectColumn,select column,seleccionar columna,selecionar coluna,,selectColumn,,,,,,selectColumn
selection,selection,selección,seleção,Auswahl,sélection,selezione,تحديد,,seleção,,выбор
semantic,semantic,semántico,semântico,Semantik,sémantique,semantico,دلالة,,semântico,,семантический
send,send,enviar,enviar,senden,envoyer,invia,ارسل,,enviar,,Отправить
sender,sender,remitente,remetente,Absender,expéditeur,mittente,مرسل,,remetente,,отправитель
sensitive,sensitive,sensible,sensível,empfindlich,sensible,sensibile,حساس,,sensível,,чувствительный
sensor,sensor,sensor,sensor,Sensor,capteur,sensore,مجس,,sensor,,датчик
serif,serif,serifa,serifa,Serif,serif,grazie,مذيل,,serifa,,засечка
server,server,servidor,servidor,Server,serveur,server,خادم,,servidor,,сервер
session,session,sesión,sessão,Sitzung,session,sessione,جلسة,,sessão,,сессия
set,set,definir,definir,,ensemble,imposta,ضبط,,definir,,задавать
settings,settings,configuración,configurações,Einstellungen,réglages,impostazioni,إعدادات,,configurações,,настройки
setup,setup,configurar,configurar,Einrichtung,installer,configurazione,إعداد - تثبيت,,configurar,,настроить
shading,shading,sombreado,sombreamento,Schattierung,ombres,ombreggiatura,تظليل,,sombreamento,,затенение
shadow,shadow,sombra,sombra,Schatten,ombre,ombra,ظل,,sombra,,тень
shape,shape,forma,forma,Form,forme,forma,شكل,,forma,,форма
share,share,compartir,compartilhar,Ressource,partager,condividere,سهم ، مشترك,,compartilhar,,доля
sharp,sharp,afilado,,scharf,tranchant,nitido,حاد,,,,острый
sheet,sheet,hoja,folha,Tabelle,drap,foglio,ورقة,,folha,,простынь
shell,shell,shell,shell,Eingabeaufforderung,coquille,shell,صدفة - واجهة,,shell,,ракушка
shift,shift,mayúsculas,deslocar,Umschalt,décalage,Maiusc,إزاحة - نقل,,deslocar,,сдвиг
shortcut,shortcut,atajo,atalho,Tastenkürzel,raccourci,scorciatoia,اختصار,,atalho,,сокращенный
show,show,mostrar,exibir,anzeigen,spectacle,visualizza,أظهر,,exibir,,шоу
shrink,shrink,reducir,reduzir,verkleinern,rétrécir,riduci,قلِّص,,reduzir,,сокращаться
shutdown,shut down,apagar,desligar,herunterfahren,fermer,arresto,ايقاف التشغيل,,desligar,,неисправность
sidebar,side bar,barra lateral,barra lateral,Seitenleiste,barre latérale,barra laterale,شريط جانبي,,barra lateral,,боковая панель
sign,sign,signo,assinar,signieren,signe,firma,يوقع - اشارة,,assinar,,знак
signal,signal,señal,sinal,Signal,signal,segnale,إشارة,,sinal,,сигнал
signature,signature,firma,assinatura,Signatur,Signature,firma,توقيع - إمضاء,,assinatura,,подпись
site,site,sitio,local,,site,sito,موقع,,local,,сайт
size,size,tamaño,tamanho,Größe,Taille,dimensione,حجم - سعة,,tamanho,,размер
skew,skew,desviar,,Kippen,fausser,,انحراف,,,,скос
skip,skip,omitir,ignorar,überspringen,sauter,salta,تخطي,,ignorar,,пропускать
slave,slave,esclavo,escravo,Sklave,esclave,slave,تابع,,escravo,,рабыня
sleep,sleep,dormir,,warten,dormir,sospensione,نوم,,,,спать
slide,slide,deslizar,deslizar,Folie,faire glisser,diapositiva,شريحة,,deslizar,,горка
slot,slot,ranura,slot,Einschub,fente,fessura,فتحة,,slot,,слот
smart,smart,inteligente,,intelligent,intelligent,intelligente,ذكاء,,,,умный
smiley,smiley,smiley,smiley,smiley,smiley,faccina,مبتسم,,smiley,,смайлик
smooth,smooth,suavizar,,glatt,lisse,liscio,أملس - سلس,,,,гладкий; плавный
socket,socket,enchufe,soquete,Socket,prise,socket,مقبس,,soquete,,разъем
software,software,software,software,Software,Logiciel,software,برمجية,,software,,программного обеспечения
solid,solid,sólido,sólido,fest,solide,pieno,صلب,,sólido,,твердый
sort,sort,ordenar,classificar,kurz,Trier,ordina,رتّب,,classificar,,Сортировать
source,source,fuente,fonte,Quelle,la source,sorgente,مصدر,,fonte,,источник
space,space,espacio,espaço,Leerzeichen,espace,spazio,فضاء - فراغ,,espaço,,пространство
spacing,spacing,espaciado,espaçamento,Abstände,espacement,spaziatura,مباعدة - تباعد,,espaçamento,,расстояние
spam,spam,spam,,Spam,Spam,spam,بريد مزعج,,,,спам
span,span,abarcar,,Bereich,envergure,,برهة,,,,пролет
spawn,spawn,generar,,erzeugen,frayer,,نقطة الاندفاع,,,,порождать
specify,specify,especificar,,bestimmen,spécifier,,حدد,,,,уточнить
speed,speed,velocidad,velocidade,Geschwindigkeit,la vitesse,velocità,سرعة,,velocidade,,скорость
spelling,spelling,ortografía,ortografia,Rechtschreibprüfung,orthographe,compitazione,هجاء,,ortografia,,написание
splash,splash,salpicar,tela inicial,Startbildschirm,éclaboussure,,شاشة بدء,,tela inicial,,всплеск
split,split,dividir,dividir,teilen,Divisé,dividi,انقسام,,dividir,,Трещина
spool,spool,gestionar colas,enfileirar,,bobine,,بكرة - توزيع,,enfileirar,,шпуля
spreadsheet,spread sheet,hoja de cálculo,planilha,Tabellenkalkulation,tableur,foglio elettronico,ورقة حساب,,planilha,,таблица
stack,stack,pila,pilha,Stapel,empiler,stack,رصف - تكديس,,pilha,,стек
standalone,stand alone,monopuesto,autônomo,Einzelplatz,autonome,standalone,مستقل - قائم بذاته,,autônomo,,автономный
standard,standard,estándar,padrão,Standard,la norme,standard,قياسي,,padrão,,стандарт
start,start,iniciar,iniciar,starten,début,avvia,ابدأ,,iniciar,,Начните
state,state,estado,estado,Zustand,Etat,stato,حالة,,estado,,государство
static,static,estático,estático,statisch,statique,statico,ثابت - ساكن,,estático,,статический
statistics,statistics,estadísticas,estatísticas,Statistiken,statistiques,statistiche,إحصاء,,estatísticas,,статистика
step,step,paso,etapa,step,étape,passo,خطوة,,etapa,,шаг
stop,stop,parar,parar,anhalten,Arrêtez,,وقوف,,parar,,стоп
storage,storage,almacenamiento,armazenamento,Speicher,espace de rangement,archiviazione,تخزين,,armazenamento,,место хранения
store,store,almacenar,armazenar,speichern,le magasin,archivio,خزِّن,,armazenar,,хранить
stream,stream,corriente,transmitir,Datenstrom,courant,flusso,دفق - تدفق,,transmitir,,поток
stretch,stretch,extender,alongar,strecken,étendue,,مدد - تمدد,,alongar,,протяжение
strict,strict,estricto,estrito,genau,strict,,تقييد,,estrito,,строгий
string,string,cadena,cadeia,string,chaîne,stringa,مقطع,,cadeia,,строка
strip,strip,tira,faixa,entfernen,bande,,شريط - شريحة,,faixa,,полоса
stroke,stroke,trazo,,Strich,accident vasculaire cérébral,,صدمة,,,,Инсульт
structure,structure,estructura,estrutura,Struktur,structure,struttura,بنية - بناء,,estrutura,,состав
stub,stub,resguardo,,Stummel,talon,abbozzo,بذرة,,,,огрызок
style,style,estilo,estilo,Stil,style,stile,نمط,,estilo,,стиль
subdirectory,sub directory,subdirectorio,sub-diretório,Unterverzeichnis,sous-répertoire,sottocartella,دليل فرعي,,sub-diretório,,подкаталог
subfolder,sub folder,subcarpeta,subpasta,Unterordner,sous-dossier,sottocartella,مجلد فرعي,,subpasta,,вложенная
submission,submission,envío,submissão,Einreichung,soumission,invio,اشتراك - ارسال,,submissão,,представление
